anime_title	nodeDescript	speaker	line_count
18	epTitle	Ghiaccio	1
18	epTitle	Risotto	4
18	epTitle	Ghia	53
18	epTitle	Riso	5
18	epTitle	Guy	3
18	epTitle	Baby	20
18	epTitle	Melone	24
18	epTitle	Sign	3
18	epTitle	GW	1
18	epTitle	Crush,Sfx	6
18	epTitle	Bruno	13
18	epTitle	Old	1
18	epTitle	Lady	1
18	epTitle	Fugo	3
18	epTitle	Mista	55
18	epTitle	Abba	7
18	epTitle	Nara	4
18	epTitle	Peri	14
18	epTitle	Dia	5
18	epTitle	B*ll*ts	2
18	epTitle	One	3
18	epTitle	Two	2
18	epTitle	Three	3
18	epTitle	All	1
