anime_title	nodeDescript	speaker	line_count
37	epTitle	King	33
37	epTitle	Crunch,sfx	1
37	epTitle	Dia	117
37	epTitle	No_one_can_escap,Op subs	4
37	epTitle	Trish	29
37	epTitle	Five	1
37	epTitle	Two	1
37	epTitle	One	1
37	epTitle	Mista	21
37	epTitle	Bruno	25
37	epTitle	B*llet	5
37	epTitle	Sign	2
37	epTitle	Guy	1
37	epTitle	Diavolo	2
37	epTitle	GW	1
37	epTitle	Gw	11
