anime_title	nodeDescript	speaker	line_count
15	epTitle	Abba	3
15	epTitle	Pesci	65
15	epTitle	Pro	99
15	epTitle	Mista	37
15	epTitle	One	4
15	epTitle	Two	3
15	epTitle	Seven	9
15	epTitle	Six	10
15	epTitle	Five	7
15	epTitle	Old	14
15	epTitle	Three	1
15	epTitle	Sign	2
15	epTitle	Bruno	27
15	epTitle	Trish	3
15	epTitle	Misa	1
