anime_title	nodeDescript	speaker	line_count
02	epTitle	Girl	2
02	epTitle	Mom	2
02	epTitle	Shiobana,Sign	1
02	epTitle	Guy	29
02	epTitle	Dad	11
02	epTitle	Kid	16
02	epTitle	Popo	1
02	epTitle	Kids	1
02	epTitle	Giorno	94
02	epTitle	X	5
02	epTitle	Lady	2
02	epTitle	Bruno	92
02	epTitle	Gold	3
02	epTitle	Bagyah,Sfx	1
02	epTitle	Rumble,Sfx	2
02	epTitle	Whoosh,Sfx	3
02	epTitle	Boom,Sfx	1
02	epTitle	Sign	1
02	epTitle	Kabaam,Sfx	2
02	epTitle	Guy C	1
02	epTitle	Jump,Sfx	1
02	epTitle	Thud,Sfx	1
