anime_title	nodeDescript	speaker	line_count
19	epTitle	Giorno	59
19	epTitle	Mista	96
19	epTitle	Ghia	76
19	epTitle	MistA	1
19	epTitle	Crunch,Sfx	2
19	epTitle	Five	2
19	epTitle	Six	4
19	epTitle	Seven	2
19	epTitle	Three	3
19	epTitle	One	8
19	epTitle	Two	5
19	epTitle	Both	1
19	epTitle	Sign	2
19	epTitle	Guard	1
19	epTitle	Bruno	17
19	epTitle	Guy	2
19	epTitle	B*ll*ts	1
19	epTitle	Sfx	6
19	epTitle	Gold	1
19	epTitle	Nara	5
19	epTitle	Risotto_s_wherea,Sign	1
19	epTitle	Boss	4
