anime_title	nodeDescript	speaker	line_count
31	epTitle	Bruno	17
31	epTitle	Cio	85
31	epTitle	Mista	12
31	epTitle	Secco	36
31	epTitle	B*ll*ts	1
31	epTitle	Five	34
31	epTitle	One	13
31	epTitle	Six	4
31	epTitle	Both	1
31	epTitle	Msita	1
31	epTitle	Sign	3
