anime_title	nodeDescript	speaker	line_count
39	epTitle	Op subs	2
39	epTitle	Mista	117
39	epTitle	Sco	63
39	epTitle	B*llet	14
39	epTitle	Five	2
39	epTitle	Fugo	15
39	epTitle	Bad_luck,Sign	1
39	epTitle	Sign	2
39	epTitle	Six	2
39	epTitle	One	3
39	epTitle	B*ll*ts	1
39	epTitle	Bruno	17
39	epTitle	MistA	1
39	epTitle	Msita	1
39	epTitle	Trish	12
39	epTitle	Crunch,Sfx	1
39	epTitle	Turtle	2
39	epTitle	Pol	8
