anime_title	nodeDescript	speaker	line_count
29	epTitle	Bruno	41
29	epTitle	Trish	9
29	epTitle	Man	73
29	epTitle	Crunch,Sfx	14
29	epTitle	Dop	21
29	epTitle	Boss	37
29	epTitle	Nara	22
29	epTitle	Mista	32
29	epTitle	Drunk	19
29	epTitle	Cio	15
29	epTitle	Eulogy_Predicts_ - Copy,Sign	1
29	epTitle	Eulogy_Predicts_,Sign	1
29	epTitle	Girl	1
29	epTitle	Crunch,Sign	1
29	epTitle	B*ll*ts	1
