anime_title	nodeDescript	speaker	line_count
22	epTitle	Nara	81
22	epTitle	Bruno	47
22	epTitle	Abba	40
22	epTitle	Two	2
22	epTitle	B*llet	1
22	epTitle	Three	1
22	epTitle	One	1
22	epTitle	Mista	66
22	epTitle	Guy	4
22	epTitle	Crunch,Sfx	4
22	epTitle	Trish	15
22	epTitle	Squalo	14
22	epTitle	Tiziano	9
22	epTitle	Sign	2
22	epTitle	Aba	1
22	epTitle	Giorno	44
22	epTitle	Giono	1
