anime_title	nodeDescript	speaker	line_count
11	epTitle	Nara	118
11	epTitle	Form	104
11	epTitle	Mom	1
11	epTitle	Guy	6
11	epTitle	Blonde	7
11	epTitle	Cop	5
11	epTitle	Lady	3
11	epTitle	Old	1
11	epTitle	Fugo	9
11	epTitle	Bruno	18
11	epTitle	Sign	3
11	epTitle	Narancia_s_Heigh,Sign	1
11	epTitle	Bazoo,Sfx	1
11	epTitle	Abba	4
11	epTitle	Mista	4
