anime_title	nodeDescript	speaker	line_count
36	epTitle	Bruno	7
36	epTitle	Dopp	3
36	epTitle	No_one_can_escap,Op subs	4
36	epTitle	Turtle	27
36	epTitle	Mista	17
36	epTitle	Dia	45
36	epTitle	Crunch,Sfx	5
36	epTitle	Trish	71
36	epTitle	Five	1
36	epTitle	B*llet	12
36	epTitle	King	49
36	epTitle	Who_swapped_with,King	1
36	epTitle	Bucciarati,Sign	6
36	epTitle	Bull	3
