anime_title	nodeDescript	speaker	line_count
04	epTitle	Giorno	122
04	epTitle	Black	15
04	epTitle	Girono	2
04	epTitle	Koichi	83
04	epTitle	Reverb	2
04	epTitle	Bam,Sfx	1
04	epTitle	Sign	2
04	epTitle	The_Next_Day,Sign	2
04	epTitle	Polpo	35
04	epTitle	Jotaro	5
04	epTitle	Bruno	3
