anime_title	nodeDescript	speaker	line_count
08	epTitle	Mista	95
08	epTitle	Six	3
08	epTitle	Bazoo,Sfx	1
08	epTitle	Girl	3
08	epTitle	Lady	1
08	epTitle	Thug	11
08	epTitle	Sale	85
08	epTitle	Guy	15
08	epTitle	B*ll*ts	5
08	epTitle	Sign top	1
08	epTitle	Sign bot	1
08	epTitle	Giorno	10
08	epTitle	One	4
08	epTitle	B*llet	2
08	epTitle	Five	3
08	epTitle	Bam,Sfx	1
08	epTitle	Seven	8
08	epTitle	All	1
