anime_title	nodeDescript	speaker	line_count
10	epTitle	Form	103
10	epTitle	Nara	62
10	epTitle	Guy	12
10	epTitle	Trish	3
10	epTitle	Mista	2
10	epTitle	B*ll*ts	1
10	epTitle	Fugo	3
10	epTitle	Abba	1
10	epTitle	Narancia_s_Heigh,Sign	5
10	epTitle	Lady	5
10	epTitle	Formaggio	1
10	epTitle	Pesci	6
10	epTitle	Prosciutto	2
10	epTitle	Pros	8
10	epTitle	Sign	3
10	epTitle	Risotto	9
10	epTitle	Illuso	7
10	epTitle	Ghiaccio	5
10	epTitle	Melone	5
10	epTitle	Ghiacchio	3
10	epTitle	Ghia	1
