anime_title	nodeDescript	speaker	line_count
38	epTitle	Mista	72
38	epTitle	Nara	9
38	epTitle	Fugo	22
38	epTitle	Crunch,Sfx	4
38	epTitle	Dia	51
38	epTitle	No_one_can_escap,Op subs	2
38	epTitle	Trish	11
38	epTitle	Guy	48
38	epTitle	Lady	12
38	epTitle	Girl	1
38	epTitle	Bruno	54
38	epTitle	Sign	2
38	epTitle	Abba	4
38	epTitle	Bad_luck,Sign	3
