manga_title	speaker	balloon_count
JoJo's Bizarre Adventure Part 5: Golden Wind - GOLD EXPERIANCE REQUIEM PART 4	mista	11
JoJo's Bizarre Adventure Part 5: Golden Wind - GOLD EXPERIANCE REQUIEM PART 4	giorno	10
JoJo's Bizarre Adventure Part 5: Golden Wind - GOLD EXPERIANCE REQUIEM PART 4	bucciarati	9
JoJo's Bizarre Adventure Part 5: Golden Wind - GOLD EXPERIANCE REQUIEM PART 4	trish	5
JoJo's Bizarre Adventure Part 5: Golden Wind - GOLD EXPERIANCE REQUIEM PART 4	narancia	2
JoJo's Bizarre Adventure Part 5: Golden Wind - GOLD EXPERIANCE REQUIEM PART 4	fugo	2
JoJo's Bizarre Adventure Part 5: Golden Wind - GOLD EXPERIANCE REQUIEM PART 4	female_1	1
JoJo's Bizarre Adventure Part 5: Golden Wind - GOLD EXPERIANCE REQUIEM PART 4	male_1	1
JoJo's Bizarre Adventure Part 5: Golden Wind - GOLD EXPERIANCE REQUIEM PART 4	male_2	1
